state,district,pincode,Year,Month,age_0_5,age_5_17,age_18_greater,Total_Enrollment,bio_age_5_17,bio_age_17_,Biometric_Updates,demo_age_5_17,demo_age_17_,Demographic_Updates,Total_Updates,Service_Desert_Score,Female_Updates,Male_Updates,GUP_Index,Update_Gap,Vulnerability_Index,Is_Anomaly,Auth_Failure_Rate
Karnataka,Belgaum,591119,2025,5,0.0,0.0,0.0,0.0,67.0,47.0,114.0,0.0,0.0,0.0,114.0,0.0,56,58.0,0.9491525423728814,0.0,0.0,0,2.132077861903198
Himachal Pradesh,Mandi,175019,2025,12,5.0,2.0,0.0,7.0,15.0,42.0,57.0,1.0,16.0,17.0,74.0,0.0933333333333333,35,39.0,0.875,0.0,0.0914634146341463,0,4.377998570442566
Chhattisgarh,Korba,495119,2025,9,50.0,9.0,0.0,59.0,278.0,507.0,785.0,18.0,532.0,550.0,1335.0,0.0441616766467065,625,710.0,0.8790436005625879,0.0,0.053763440860215,0,2.456435795497168
Tamil Nadu,Thanjavur,614602,2025,5,0.0,0.0,0.0,0.0,128.0,189.0,317.0,0.0,0.0,0.0,317.0,0.0,132,185.0,0.7096774193548387,0.0,0.0,0,2.985079213968051
Madhya Pradesh,Chhindwara,480449,2025,12,17.0,0.0,0.0,17.0,86.0,102.0,188.0,17.0,204.0,221.0,409.0,0.0414634146341463,193,216.0,0.8894009216589862,0.0,0.0597189695550351,0,3.248291745706876
Uttar Pradesh,Jhansi,284401,2025,3,0.0,0.0,0.0,0.0,296.0,217.0,513.0,34.0,581.0,615.0,1128.0,0.0,525,603.0,0.8692052980132451,0.0,0.0,0,3.3046084083966623
Telangana,Wanaparthy,509382,2025,10,9.0,4.0,0.0,13.0,18.0,17.0,35.0,22.0,102.0,124.0,159.0,0.08125,68,91.0,0.7391304347826086,0.0,0.0780346820809248,0,2.8413686682538253
Jammu And Kashmir,Kathua,182204,2025,12,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1,1.0,0.5,0.0,0.0,0,3.856894031020376
Assam,Sibsagar,785687,2025,11,15.0,0.0,0.0,15.0,72.0,15.0,87.0,9.0,100.0,109.0,196.0,0.0761421319796954,81,115.0,0.6982758620689655,0.0,0.1061320754716981,0,3.755813950784169
Uttarakhand,Udham Singh Nagar,244716,2025,9,3.0,1.0,0.0,4.0,6.0,7.0,13.0,0.0,16.0,16.0,29.0,0.1333333333333333,11,18.0,0.5789473684210527,0.0,0.1323529411764706,0,2.4716381447134674
Uttar Pradesh,Hathras,202150,2025,7,0.0,0.0,0.0,0.0,73.0,40.0,113.0,0.0,0.0,0.0,113.0,0.0,60,53.0,1.1111111111111112,0.0,0.0,0,4.051633940070839
Uttar Pradesh,Etawah,206126,2025,11,57.0,23.0,3.0,83.0,559.0,283.0,842.0,48.0,476.0,524.0,1366.0,0.0607168983174835,487,879.0,0.553409090909091,0.0,0.0614482758620689,0,2.248170992813068
Tripura,North Tripura,799288,2025,12,1.0,0.0,0.0,1.0,12.0,90.0,102.0,1.0,98.0,99.0,201.0,0.0049504950495049,90,111.0,0.8035714285714286,0.0,0.0073891625615763,0,2.1493039500114564
Kerala,Thrissur,680587,2025,3,0.0,0.0,0.0,0.0,75.0,129.0,204.0,68.0,346.0,414.0,618.0,0.0,316,302.0,1.0429042904290429,0.0,0.0,0,2.7713170663351394
Tamil Nadu,Viluppuram,606305,2025,7,0.0,0.0,0.0,0.0,11.0,70.0,81.0,0.0,0.0,0.0,81.0,0.0,36,45.0,0.782608695652174,0.0,0.0,0,4.058392445578254
Jharkhand,East Singhbhum,832106,2025,5,0.0,0.0,0.0,0.0,57.0,75.0,132.0,0.0,0.0,0.0,132.0,0.0,68,64.0,1.0461538461538462,0.0,0.0,0,4.949985589223326
Gujarat,Amreli,365450,2025,9,13.0,6.0,0.0,19.0,37.0,60.0,97.0,3.0,120.0,123.0,220.0,0.085972850678733,112,108.0,1.0275229357798166,0.0,0.08125,0,3.2266730139225093
Telangana,Mahabubabad,506163,2025,12,26.0,3.0,0.0,29.0,116.0,37.0,153.0,35.0,340.0,375.0,528.0,0.054820415879017,221,307.0,0.7175324675324676,0.0,0.0698924731182795,0,2.855740651210505
Telangana,Warangal,506168,2025,7,0.0,0.0,0.0,0.0,53.0,47.0,100.0,0.0,0.0,0.0,100.0,0.0,47,53.0,0.8703703703703703,0.0,0.0,0,4.660645741381535
Uttar Pradesh,Varanasi,221311,2025,6,0.0,0.0,0.0,0.0,169.0,152.0,321.0,0.0,0.0,0.0,321.0,0.0,137,184.0,0.7405405405405405,0.0,0.0,0,3.8926035756490815
Karnataka,Mysore,571107,2025,10,27.0,2.0,0.0,29.0,33.0,33.0,66.0,6.0,62.0,68.0,134.0,0.2148148148148148,71,63.0,1.109375,0.0,0.2469512195121951,0,4.558277491909392
Kerala,Kottayam,686006,2025,9,4.0,1.0,0.0,5.0,15.0,18.0,33.0,4.0,36.0,40.0,73.0,0.0675675675675675,40,33.0,1.1764705882352942,0.0,0.0759493670886076,0,2.3109726690176533
Kerala,Thrissur,680691,2025,10,5.0,3.0,0.0,8.0,16.0,33.0,49.0,4.0,50.0,54.0,103.0,0.0769230769230769,41,62.0,0.6507936507936508,0.0,0.0669642857142857,0,4.179757857699055
Uttar Pradesh,Ghaziabad,201017,2025,6,0.0,0.0,0.0,0.0,72.0,113.0,185.0,0.0,0.0,0.0,185.0,0.0,90,95.0,0.9375,0.0,0.0,0,2.949754090232845
Bihar,Madhubani,847102,2025,10,40.0,27.0,2.0,69.0,69.0,117.0,186.0,30.0,429.0,459.0,645.0,0.1068111455108359,336,309.0,1.0838709677419356,0.0,0.0872727272727272,0,2.92878005723994
Maharashtra,Wardha,442106,2025,4,0.0,0.0,0.0,0.0,96.0,253.0,349.0,0.0,0.0,0.0,349.0,0.0,143,206.0,0.6908212560386473,0.0,0.0,0,3.3847997662914207
West Bengal,Darjeeling,734006,2025,5,0.0,0.0,0.0,0.0,43.0,77.0,120.0,0.0,0.0,0.0,120.0,0.0,59,61.0,0.9516129032258064,0.0,0.0,0,4.944278182744909
Telangana,Warangal,506013,2025,3,0.0,0.0,0.0,0.0,25.0,13.0,38.0,0.0,0.0,0.0,38.0,0.0,18,20.0,0.8571428571428571,0.0,0.0,0,4.442075099089599
Odisha,Dhenkanal,759020,2025,9,64.0,7.0,0.0,71.0,142.0,240.0,382.0,32.0,217.0,249.0,631.0,0.1123417721518987,325,306.0,1.0586319218241045,0.0,0.1365576102418207,0,4.55113832474516
Bihar,Darbhanga,847429,2025,4,0.0,0.0,0.0,0.0,120.0,154.0,274.0,0.0,0.0,0.0,274.0,0.0,140,134.0,1.037037037037037,0.0,0.0,0,3.8380013840249134
Himachal Pradesh,Shimla,171212,2025,5,0.0,0.0,0.0,0.0,11.0,20.0,31.0,0.0,0.0,0.0,31.0,0.0,13,18.0,0.6842105263157895,0.0,0.0,0,4.870655916327685
Telangana,Bhadradri Kothagudem,507125,2025,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,87.0,99.0,99.0,0.0,41,58.0,0.6949152542372882,0.0,0.0,0,3.742785309062097
Delhi,East Delhi,110031,2025,7,0.0,0.0,0.0,0.0,683.0,1040.0,1723.0,792.0,3542.0,4334.0,6057.0,0.0,2830,3227.0,0.8767038413878563,0.0,0.0,0,3.073790184033319
Jharkhand,Dumka,816103,2025,4,0.0,0.0,0.0,0.0,552.0,538.0,1090.0,0.0,0.0,0.0,1090.0,0.0,449,641.0,0.6993769470404985,0.0,0.0,0,2.398504179032011
Tamil Nadu,Nagapattinam,609107,2025,4,0.0,0.0,0.0,0.0,25.0,42.0,67.0,0.0,0.0,0.0,67.0,0.0,32,35.0,0.8888888888888888,0.0,0.0,0,2.6958286015766726
Himachal Pradesh,Mandi,175009,2025,10,8.0,0.0,0.0,8.0,51.0,29.0,80.0,9.0,23.0,32.0,112.0,0.0707964601769911,52,60.0,0.8524590163934426,0.0,0.0991735537190082,0,2.898054211892963
Odisha,Ganjam,761108,2025,4,0.0,0.0,0.0,0.0,171.0,240.0,411.0,0.0,0.0,0.0,411.0,0.0,185,226.0,0.8149779735682819,0.0,0.0,0,4.173508341320296
Tamil Nadu,Viluppuram,605701,2025,4,0.0,0.0,0.0,0.0,31.0,86.0,117.0,0.0,0.0,0.0,117.0,0.0,44,73.0,0.5945945945945946,0.0,0.0,0,4.842543020307247
Kerala,Kottayam,686608,2025,9,15.0,1.0,0.0,16.0,29.0,31.0,60.0,2.0,75.0,77.0,137.0,0.1159420289855072,56,81.0,0.6829268292682927,0.0,0.1461038961038961,0,3.008319353993627
Odisha,Cuttack,753014,2025,11,16.0,8.0,0.0,24.0,119.0,128.0,247.0,19.0,150.0,169.0,416.0,0.0575539568345323,238,178.0,1.329608938547486,0.0,0.0544217687074829,0,2.765075254489473
Karnataka,Dharwad,580118,2025,10,16.0,2.0,1.0,19.0,22.0,31.0,53.0,8.0,36.0,44.0,97.0,0.1938775510204081,48,49.0,0.96,0.0,0.2153846153846153,0,4.129786732044359
Maharashtra,Washim,444107,2025,5,0.0,0.0,0.0,0.0,28.0,134.0,162.0,0.0,0.0,0.0,162.0,0.0,82,80.0,1.0123456790123455,0.0,0.0,0,3.8660262855389975
Karnataka,Bengaluru,560096,2025,10,23.0,2.0,0.0,25.0,85.0,87.0,172.0,16.0,101.0,117.0,289.0,0.0862068965517241,139,150.0,0.9205298013245032,0.0,0.1095238095238095,0,4.743006747499607
Andhra Pradesh,Mahabub Nagar,509120,2025,12,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,4.0,0.0,2,2.0,0.6666666666666666,0.0,0.0,0,3.330686302313373
Gujarat,Junagadh,362565,2025,12,0.0,1.0,0.0,1.0,24.0,100.0,124.0,1.0,173.0,174.0,298.0,0.0033444816053511,132,166.0,0.7904191616766467,0.0,0.0,0,2.119511372308501
Odisha,Cuttack,754025,2025,6,0.0,0.0,0.0,0.0,94.0,159.0,253.0,0.0,0.0,0.0,253.0,0.0,118,135.0,0.8676470588235294,0.0,0.0,0,2.296177529161715
Jammu And Kashmir,Doda,182222,2025,11,64.0,36.0,1.0,101.0,850.0,124.0,974.0,26.0,181.0,207.0,1181.0,0.0854483925549915,634,547.0,1.1569343065693432,0.0,0.0757599376461418,0,4.605331076180095
Assam,Tinsukia,786174,2025,11,25.0,14.0,5.0,44.0,21.0,24.0,45.0,12.0,224.0,236.0,281.0,0.1560283687943262,129,152.0,0.8431372549019608,0.0,0.1334355828220859,0,4.497790415104186
Odisha,Ganjam,761037,2025,11,12.0,0.0,0.0,12.0,97.0,73.0,170.0,24.0,113.0,137.0,307.0,0.0389610389610389,138,169.0,0.8117647058823529,0.0,0.05625,0,2.4510811743751524
Odisha,Baleswar,756041,2025,11,14.0,6.0,0.0,20.0,202.0,79.0,281.0,42.0,115.0,157.0,438.0,0.0455580865603644,204,234.0,0.8680851063829788,0.0,0.0457516339869281,0,2.6969132454795908
Uttar Pradesh,Shravasti,271831,2025,7,425.0,669.0,24.0,1118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1118.0,0,0.0,0.0,133.8,0.5954423592493298,0,2.16372580714702
Tamil Nadu,Chennai,600026,2025,10,17.0,4.0,0.0,21.0,108.0,42.0,150.0,28.0,73.0,101.0,251.0,0.0833333333333333,137,114.0,1.191304347826087,0.0,0.0934065934065934,0,2.979660459016298
Karnataka,Bangalore,560098,2025,9,10.0,3.0,0.0,13.0,23.0,87.0,110.0,6.0,57.0,63.0,173.0,0.0747126436781609,91,82.0,1.0963855421686748,0.0,0.0802139037433155,0,2.698928834583557
Uttar Pradesh,Muzaffarnagar,251201,2025,4,0.0,0.0,0.0,0.0,1372.0,420.0,1792.0,0.0,0.0,0.0,1792.0,0.0,865,927.0,0.9321120689655172,0.0,0.0,0,3.6729967789838094
Bihar,Khagaria,851214,2025,9,175.0,117.0,6.0,298.0,183.0,296.0,479.0,156.0,2326.0,2482.0,2961.0,0.100607697501688,1713,1248.0,1.3714971977582069,0.0,0.0827300613496932,0,2.351978878290941
Kerala,Malappuram,676509,2025,7,0.0,0.0,0.0,0.0,87.0,274.0,361.0,0.0,0.0,0.0,361.0,0.0,191,170.0,1.1169590643274854,0.0,0.0,0,3.5285567963626137
Jharkhand,Pashchimi Singhbhum,833203,2025,12,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,1,2.0,0.3333333333333333,0.0,0.0,0,2.308690978128744
Telangana,Nirmal,504310,2025,5,0.0,0.0,0.0,0.0,43.0,53.0,96.0,0.0,0.0,0.0,96.0,0.0,41,55.0,0.7321428571428571,0.0,0.0,0,4.152819645241424
Kerala,Pathanamthitta,689663,2025,7,0.0,0.0,0.0,0.0,34.0,75.0,109.0,0.0,0.0,0.0,109.0,0.0,45,64.0,0.6923076923076923,0.0,0.0,0,4.254445573216671
Tamil Nadu,Thoothukkudi,628615,2025,4,0.0,0.0,0.0,0.0,13.0,38.0,51.0,0.0,0.0,0.0,51.0,0.0,25,26.0,0.925925925925926,0.0,0.0,0,2.3228090995646173
Rajasthan,Bhilwara,311407,2025,4,0.0,0.0,0.0,0.0,121.0,173.0,294.0,0.0,0.0,0.0,294.0,0.0,141,153.0,0.9155844155844156,0.0,0.0,0,4.063189820138564
Karnataka,Shimoga,577211,2025,6,0.0,0.0,0.0,0.0,13.0,61.0,74.0,0.0,0.0,0.0,74.0,0.0,37,37.0,0.9736842105263158,0.0,0.0,0,3.3011438849938224
Odisha,Kendujhar,758076,2025,4,0.0,0.0,0.0,0.0,98.0,187.0,285.0,0.0,0.0,0.0,285.0,0.0,164,121.0,1.3442622950819672,0.0,0.0,0,3.4182850074237163
Tamil Nadu,Kancheepuram,600069,2025,4,0.0,0.0,0.0,0.0,355.0,260.0,615.0,266.0,2030.0,2296.0,2911.0,0.0,1315,1596.0,0.823418910457107,0.0,0.0,0,2.979364554565469
Tamil Nadu,Villupuram,605102,2025,6,0.0,0.0,0.0,0.0,80.0,25.0,105.0,0.0,0.0,0.0,105.0,0.0,50,55.0,0.8928571428571429,0.0,0.0,0,4.7771034471548735
Madhya Pradesh,Chhindwara,480224,2025,7,0.0,0.0,0.0,0.0,780.0,846.0,1626.0,406.0,1300.0,1706.0,3332.0,0.0,1713,1619.0,1.0574074074074074,0.0,0.0,0,4.840353476788341
West Bengal,Jalpaiguri,735306,2025,12,0.0,3.0,0.0,3.0,11.0,7.0,18.0,6.0,42.0,48.0,66.0,0.044776119402985,30,36.0,0.8108108108108109,0.0,0.0,0,4.102678945489788
Bihar,Muzaffarpur,843115,2025,5,0.0,0.0,0.0,0.0,336.0,244.0,580.0,0.0,0.0,0.0,580.0,0.0,281,299.0,0.9366666666666666,0.0,0.0,0,2.152368233468512
Tamil Nadu,Erode,638314,2025,3,0.0,0.0,0.0,0.0,180.0,216.0,396.0,64.0,1036.0,1100.0,1496.0,0.0,723,773.0,0.9341085271317828,0.0,0.0,0,4.978896567594793
Rajasthan,Jhunjhunu,333515,2025,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0,2.5954711262228014
Kerala,Thrissur,680543,2025,6,0.0,0.0,0.0,0.0,42.0,45.0,87.0,0.0,0.0,0.0,87.0,0.0,33,54.0,0.6,0.0,0.0,0,4.892031142749212
Andhra Pradesh,West Godavari,534243,2025,3,0.0,0.0,0.0,0.0,55.0,44.0,99.0,18.0,145.0,163.0,262.0,0.0,130,132.0,0.9774436090225564,0.0,0.0,0,2.614192089184562
Punjab,Sri Muktsar Sahib,152107,2025,7,0.0,0.0,0.0,0.0,501.0,446.0,947.0,0.0,0.0,0.0,947.0,0.0,490,457.0,1.0698689956331875,0.0,0.0,0,3.8668098270931455
Chhattisgarh,Janjgir-Champa,495691,2025,10,26.0,7.0,0.0,33.0,205.0,359.0,564.0,54.0,1213.0,1267.0,1831.0,0.0180131004366812,970,861.0,1.125290023201856,0.0,0.020911528150134,0,4.013462425234049
Jharkhand,Sahebganj,816120,2025,11,51.0,36.0,1.0,88.0,189.0,92.0,281.0,103.0,872.0,975.0,1256.0,0.0700079554494828,625,631.0,0.9889240506329114,0.0,0.0577695167286245,0,4.089733063086342
Karnataka,Chickmagalur,577140,2025,12,5.0,1.0,0.0,6.0,19.0,17.0,36.0,7.0,55.0,62.0,98.0,0.0606060606060606,45,53.0,0.8333333333333334,0.0,0.0714285714285714,0,3.3659602055784243
Kerala,Thrissur,680670,2025,12,1.0,1.0,0.0,2.0,17.0,23.0,40.0,0.0,84.0,84.0,124.0,0.016,56,68.0,0.8115942028985508,0.0,0.0118110236220472,0,2.238656409391949
Andhra Pradesh,Chittoor,517299,2025,7,0.0,0.0,0.0,0.0,39.0,80.0,119.0,0.0,0.0,0.0,119.0,0.0,51,68.0,0.7391304347826086,0.0,0.0,0,4.088401914890344
Kerala,Kollam,691531,2025,5,0.0,0.0,0.0,0.0,91.0,135.0,226.0,0.0,0.0,0.0,226.0,0.0,121,105.0,1.1415094339622642,0.0,0.0,0,2.547442369032696
Gujarat,Ahmedabad,382170,2025,6,0.0,0.0,0.0,0.0,141.0,136.0,277.0,0.0,0.0,0.0,277.0,0.0,131,146.0,0.891156462585034,0.0,0.0,0,3.8057944976579017
Madhya Pradesh,Betul,460220,2025,5,0.0,0.0,0.0,0.0,935.0,1044.0,1979.0,0.0,0.0,0.0,1979.0,0.0,1074,905.0,1.185430463576159,0.0,0.0,0,3.898208485930599
Kerala,Palakkad,679512,2025,10,4.0,0.0,0.0,4.0,12.0,20.0,32.0,5.0,39.0,44.0,76.0,0.0519480519480519,33,43.0,0.75,0.0,0.074074074074074,0,4.72675546479641
Gujarat,Bharuch,392020,2025,5,0.0,0.0,0.0,0.0,116.0,122.0,238.0,0.0,0.0,0.0,238.0,0.0,124,114.0,1.0782608695652174,0.0,0.0,0,3.078926622164536
West Bengal,South 24 Parganas,700145,2025,10,81.0,51.0,2.0,134.0,77.0,178.0,255.0,24.0,443.0,467.0,722.0,0.1853388658367911,405,317.0,1.2735849056603774,0.0,0.1445740956826137,0,4.506902123311852
Andhra Pradesh,Guntur,522508,2025,12,10.0,0.0,0.0,10.0,84.0,97.0,181.0,18.0,194.0,212.0,393.0,0.0253807106598984,159,234.0,0.676595744680851,0.0,0.0371287128712871,0,3.4318278132271094
Andhra Pradesh,Vizianagaram,535214,2025,11,1.0,0.0,0.0,1.0,80.0,47.0,127.0,11.0,83.0,94.0,221.0,0.0045045045045045,104,117.0,0.8813559322033898,0.0,0.0067264573991031,0,3.696987177112921
Odisha,Cuttack,754010,2025,3,0.0,0.0,0.0,0.0,38.0,96.0,134.0,0.0,0.0,0.0,134.0,0.0,70,64.0,1.0769230769230769,0.0,0.0,0,3.892588098414453
Andhra Pradesh,Visakhapatnam,530007,2025,4,0.0,0.0,0.0,0.0,308.0,154.0,462.0,0.0,0.0,0.0,462.0,0.0,204,258.0,0.7876447876447876,0.0,0.0,0,4.925886809462647
Karnataka,Tumakuru,572220,2025,12,1.0,0.0,0.0,1.0,15.0,13.0,28.0,1.0,29.0,30.0,58.0,0.0169491525423728,25,33.0,0.7352941176470589,0.0,0.025,0,2.109104841442768
Telangana,Yadadri.,508126,2025,4,0.0,0.0,0.0,0.0,31.0,38.0,69.0,0.0,0.0,0.0,69.0,0.0,32,37.0,0.8421052631578947,0.0,0.0,0,2.79781310285492
Uttar Pradesh,Jaunpur,223105,2025,11,5.0,11.0,1.0,17.0,124.0,74.0,198.0,6.0,120.0,126.0,324.0,0.0523076923076923,160,164.0,0.9696969696969696,0.0,0.025438596491228,0,2.161011897218419
Gujarat,Banaskantha,385530,2025,7,0.0,0.0,0.0,0.0,332.0,248.0,580.0,0.0,0.0,0.0,580.0,0.0,277,303.0,0.9111842105263158,0.0,0.0,0,4.596045597407612
Telangana,Nirmal,504310,2025,11,23.0,3.0,0.0,26.0,42.0,117.0,159.0,43.0,317.0,360.0,519.0,0.05,262,257.0,1.0155038759689925,0.0,0.0631868131868131,0,4.007139771908598
Telangana,Sangareddy,502321,2025,6,0.0,0.0,0.0,0.0,15.0,19.0,34.0,0.0,0.0,0.0,34.0,0.0,13,21.0,0.5909090909090909,0.0,0.0,0,3.240868961088454
West Bengal,Jhargram,721126,2025,10,1.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,3.0,0.25,1,2.0,0.3333333333333333,0.0,0.3,0,3.4316816216768338
Telangana,Narayanpet,509110,2025,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0,2.0,0.0,0.0,0.0,0,3.475237692788212
Odisha,Mayurbhanj,757073,2025,12,3.0,0.0,0.0,3.0,41.0,61.0,102.0,7.0,125.0,132.0,234.0,0.0127659574468085,115,119.0,0.9583333333333334,0.0,0.01890756302521,0,3.716970134575928
Tamil Nadu,Kallakurichi,605766,2025,3,0.0,0.0,0.0,0.0,21.0,14.0,35.0,0.0,0.0,0.0,35.0,0.0,17,18.0,0.8947368421052632,0.0,0.0,0,4.446706767853046
Uttar Pradesh,Sant Ravidas Nagar,221406,2025,12,9.0,16.0,0.0,25.0,152.0,154.0,306.0,35.0,423.0,458.0,764.0,0.0326797385620915,411,353.0,1.1610169491525424,0.0,0.0170886075949367,0,3.4209249322480995
Uttar Pradesh,Ghaziabad,201010,2025,5,0.0,0.0,0.0,0.0,201.0,282.0,483.0,0.0,0.0,0.0,483.0,0.0,267,216.0,1.2304147465437787,0.0,0.0,0,2.503480887982921
Arunachal Pradesh,West Kameng,790002,2025,6,0.0,0.0,0.0,0.0,52.0,23.0,75.0,0.0,0.0,0.0,75.0,0.0,30,45.0,0.6521739130434783,0.0,0.0,0,2.0637712276131217
Jharkhand,Hazaribag,825312,2025,10,31.0,20.0,0.0,51.0,13.0,103.0,116.0,13.0,441.0,454.0,570.0,0.0893169877408056,259,311.0,0.8301282051282052,0.0,0.0747588424437299,0,4.576273618908005
West Bengal,Cooch Behar,736207,2025,9,6.0,11.0,1.0,18.0,31.0,42.0,73.0,16.0,184.0,200.0,273.0,0.0656934306569343,131,142.0,0.916083916083916,0.0,0.034931506849315,0,3.93041497410155
Telangana,Warangal,506112,2025,11,11.0,0.0,0.0,11.0,281.0,63.0,344.0,51.0,90.0,141.0,485.0,0.022633744855967,268,217.0,1.2293577981651376,0.0,0.0331991951710261,0,4.194146900953434
West Bengal,North Twenty Four Parganas,743127,2025,9,5.0,5.0,0.0,10.0,8.0,41.0,49.0,2.0,148.0,150.0,199.0,0.05,83,116.0,0.7094017094017094,0.0,0.0357142857142857,0,4.433881187476436
Karnataka,Raichur,584143,2025,4,0.0,0.0,0.0,0.0,126.0,234.0,360.0,0.0,0.0,0.0,360.0,0.0,164,196.0,0.8324873096446701,0.0,0.0,0,3.951984541546413
Andhra Pradesh,Hyderabad,500008,2025,11,81.0,28.0,0.0,109.0,164.0,362.0,526.0,42.0,422.0,464.0,990.0,0.1099899091826438,438,552.0,0.7920433996383364,0.0,0.1104545454545454,0,4.0851306530197125
Kerala,Palakkad,678501,2025,5,0.0,0.0,0.0,0.0,66.0,102.0,168.0,0.0,0.0,0.0,168.0,0.0,85,83.0,1.011904761904762,0.0,0.0,0,2.279669070574204
Rajasthan,Pali,306103,2025,10,35.0,21.0,0.0,56.0,90.0,128.0,218.0,17.0,150.0,167.0,385.0,0.1450777202072538,203,182.0,1.1092896174863387,0.0,0.1187782805429864,0,2.076094410422604
Kerala,Thiruvananthapuram,695542,2025,3,0.0,0.0,0.0,0.0,65.0,157.0,222.0,24.0,376.0,400.0,622.0,0.0,346,276.0,1.2490974729241875,0.0,0.0,0,3.6073566558584975
Assam,Nagaon,782002,2025,12,77.0,12.0,0.0,89.0,542.0,1176.0,1718.0,116.0,1751.0,1867.0,3585.0,0.0248187395426659,1505,2080.0,0.7232099951946179,0.0,0.0314285714285714,0,4.606995063423222
West Bengal,Hooghly,712409,2025,4,0.0,0.0,0.0,0.0,139.0,197.0,336.0,0.0,0.0,0.0,336.0,0.0,143,193.0,0.7371134020618557,0.0,0.0,0,2.6833655162278647
Uttar Pradesh,Bara Banki,225303,2025,12,14.0,2.0,0.0,16.0,155.0,90.0,245.0,17.0,235.0,252.0,497.0,0.0321285140562249,268,229.0,1.1652173913043478,0.0,0.0408560311284046,0,3.055374370183864
Tamil Nadu,Erode,638505,2025,10,5.0,0.0,0.0,5.0,82.0,39.0,121.0,16.0,67.0,83.0,204.0,0.024390243902439,86,118.0,0.7226890756302521,0.0,0.0357142857142857,0,2.660724307609556
Madhya Pradesh,Morena,476444,2025,4,0.0,0.0,0.0,0.0,927.0,289.0,1216.0,0.0,0.0,0.0,1216.0,0.0,630,586.0,1.0732538330494037,0.0,0.0,0,2.230677320273648
Tamil Nadu,Viluppuram,605103,2025,4,0.0,0.0,0.0,0.0,20.0,92.0,112.0,0.0,0.0,0.0,112.0,0.0,49,63.0,0.765625,0.0,0.0,0,4.491397407952693
Himachal Pradesh,Mandi,175038,2025,6,0.0,0.0,0.0,0.0,22.0,82.0,104.0,0.0,0.0,0.0,104.0,0.0,58,46.0,1.2340425531914894,0.0,0.0,0,3.512083839676269
Gujarat,Surat,394185,2025,12,27.0,4.0,0.0,31.0,248.0,102.0,350.0,68.0,580.0,648.0,998.0,0.031031031031031,507,491.0,1.0304878048780488,0.0,0.0393203883495145,0,4.027457095689496
West Bengal,Paschim Medinipur,721232,2025,4,0.0,0.0,0.0,0.0,113.0,96.0,209.0,0.0,0.0,0.0,209.0,0.0,81,128.0,0.627906976744186,0.0,0.0,0,4.639170677426135
Kerala,Thiruvananthapuram,695032,2025,3,0.0,0.0,0.0,0.0,33.0,43.0,76.0,0.0,0.0,0.0,76.0,0.0,32,44.0,0.7111111111111111,0.0,0.0,0,3.010604558152526
Himachal Pradesh,Hamirpur,174311,2025,12,3.0,0.0,0.0,3.0,33.0,32.0,65.0,4.0,49.0,53.0,118.0,0.0252100840336134,60,58.0,1.0169491525423728,0.0,0.0368852459016393,0,4.00151425754562
Odisha,Balangir,767041,2025,6,0.0,0.0,0.0,0.0,50.0,62.0,112.0,0.0,0.0,0.0,112.0,0.0,63,49.0,1.26,0.0,0.0,0,4.573965658815037
Telangana,K.V. Rangareddy,501501,2025,5,0.0,0.0,0.0,0.0,301.0,344.0,645.0,0.0,0.0,0.0,645.0,0.0,387,258.0,1.494208494208494,0.0,0.0,0,3.5226969142788387
Uttar Pradesh,Pratapgarh,230141,2025,9,131.0,77.0,0.0,208.0,599.0,132.0,731.0,209.0,885.0,1094.0,1825.0,0.1139101861993428,803,1022.0,0.7849462365591398,0.0,0.0966076696165191,0,4.985372143198422
Uttar Pradesh,Ballia,277304,2025,11,19.0,38.0,0.0,57.0,262.0,148.0,410.0,41.0,420.0,461.0,871.0,0.0653669724770642,440,431.0,1.0185185185185186,0.0,0.0306781485468245,0,3.1852174398901414
Rajasthan,Ajmer,305401,2025,4,0.0,0.0,0.0,0.0,76.0,105.0,181.0,0.0,0.0,0.0,181.0,0.0,87,94.0,0.9157894736842104,0.0,0.0,0,4.8601299808257385
Kerala,Thrissur,679563,2025,6,0.0,0.0,0.0,0.0,27.0,26.0,53.0,0.0,0.0,0.0,53.0,0.0,26,27.0,0.9285714285714286,0.0,0.0,0,3.3738896661853044
Maharashtra,Osmanabad,413502,2025,3,0.0,0.0,0.0,0.0,273.0,325.0,598.0,23.0,789.0,812.0,1410.0,0.0,643,767.0,0.8372395833333334,0.0,0.0,0,3.3177253787915446
Uttar Pradesh,Auraiya,206129,2025,9,54.0,48.0,0.0,102.0,153.0,109.0,262.0,142.0,650.0,792.0,1054.0,0.0966824644549763,529,525.0,1.005703422053232,0.0,0.0700086430423509,0,2.081815049038736
